Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,131,127,130
Inventory Days,,,34
Days Payable,,,27
Cash Conversion Cycle,131,127,138
Working Capital Days,123,113,108
ROCE %,,15%,15%
