Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,56,76,83
Inventory Days,,469,248
Days Payable,,324,529
Cash Conversion Cycle,56,221,-198
Working Capital Days,238,115,84
ROCE %,,33%,28%
