Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Debtor Days,77,32,42,48,59,56
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,77,32,42,48,59,56
Working Capital Days,-89,-8,48,74,41,42
ROCE %,,12%,20%,31%,,20%
