Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,65,55,67,80,79
Inventory Days,114,69,82,121,129
Days Payable,87,50,68,87,74
Cash Conversion Cycle,92,74,81,114,135
Working Capital Days,41,4,7,21,24
ROCE %,,11%,14%,20%,29%
