Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,38,41,32,42
Inventory Days,64,86,87,92
Days Payable,28,41,48,61
Cash Conversion Cycle,74,86,71,73
Working Capital Days,61,72,61,148
ROCE %,,3%,6%,9%
