Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,131,105,119,117,125,159,159
Inventory Days,312,503,434,430,331,286,485
Days Payable,201,152,185,190,150,135,151
Cash Conversion Cycle,242,456,368,357,306,310,493
Working Capital Days,159,177,161,152,166,193,369
ROCE %,,32%,21%,26%,28%,28%,18%
