Metric,Mar 2022,Mar 2023,Mar 2024
Debtor Days,205.31,133.63,
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,205.31,133.63,
Working Capital Days,49.95,142.93,
ROCE %,,6.00%,
