Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,250.71,47.17,69.90,81.45,40.03,71.65
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,250.71,47.17,69.90,81.45,40.03,71.65
Working Capital Days,189.76,57.73,29.93,57.52,59.91,90.05
ROCE %,,18.61%,14.66%,14.32%,18.17%,13.11%
