Metric,Mar 2018,Mar 2019,Mar 2020
Debtor Days,130,140,152
Inventory Days,146,189,234
Days Payable,151,167,167
Cash Conversion Cycle,125,161,219
Working Capital Days,1,16,200
ROCE %,,8%,-0%
