Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,141,119,90,93,129,123
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,141,119,90,93,129,123
Working Capital Days,-55,-51,29,99,114,145
ROCE %,,11%,53%,33%,29%,21%
