Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,103,103,88
Inventory Days,565,566,380
Days Payable,134,62,55
Cash Conversion Cycle,533,607,412
Working Capital Days,34,25,-9
ROCE %,,8%,12%
