Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,108,102,181
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,80,108,102,181
Working Capital Days,166,182,240,355
ROCE %,,12%,11%,-33%
