Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,48,67,55,78,74,108,79,73,72,67,78,57
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,48,67,55,78,74,108,79,73,72,67,78,57
Working Capital Days,25,38,29,15,38,4,-35,-20,34,-1,28,42
ROCE %,5%,3%,10%,17%,19%,16%,26%,32%,23%,18%,17%,18%
