Metric,Mar 2021,Mar 2022,Mar 2023
Debtor Days,54,45,52
Inventory Days,121,165,190
Days Payable,96,65,65
Cash Conversion Cycle,80,146,177
Working Capital Days,73,95,125
ROCE %,,11%,17%
