Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Debtor Days,39,45,108,98,76,161
Inventory Days,475,229,463,297,168,189
Days Payable,65,44,96,64,18,8
Cash Conversion Cycle,449,229,475,331,227,342
Working Capital Days,68,51,73,101,117,227
ROCE %,,3%,7%,12%,11%,0%
