Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,38,72,189,93,124
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,38,72,189,93,124
Working Capital Days,-60,64,275,132,107
ROCE %,,172%,63%,31%,22%
