Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,159,151,219,160,128,132,115,128,92,98,104
Inventory Days,161,89,140,127,161,96,120,153,99,79,89
Days Payable,168,114,159,157,166,133,104,128,93,59,62
Cash Conversion Cycle,151,126,200,130,123,95,131,152,98,117,131
Working Capital Days,43,54,125,147,105,123,153,137,151,123,100
ROCE %,,6%,6%,9%,8%,6%,6%,6%,11%,14%,11%
