Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,19,18,16,13
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,19,18,16,13
Working Capital Days,-215,-207,-185,-189
ROCE %,,196%,139%,21%
