Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,,321,138,172
Inventory Days,,,,82
Days Payable,,,,339
Cash Conversion Cycle,,321,138,-84
Working Capital Days,,100,-24,91
ROCE %,,19%,52%,14%
