Metric,Mar 2009,Mar 2012
Debtor Days,7.96,25.66
Inventory Days,36.29,69.05
Days Payable,93.92,349.50
Cash Conversion Cycle,-49.67,-254.78
Working Capital Days,-12.36,-173.30
ROCE %,,
