Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,68,47,44,29,43
Inventory Days,343,637,,,119
Days Payable,62,177,,,23
Cash Conversion Cycle,350,507,44,29,139
Working Capital Days,109,125,186,82,63
ROCE %,,15%,9%,8%,9%
