Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,26,41,32,20
Inventory Days,93,98,113,93
Days Payable,33,6,22,49
Cash Conversion Cycle,86,133,123,63
Working Capital Days,20,101,69,22
ROCE %,,22%,12%,10%
