Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,112,82,151,54,8
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,112,82,151,54,8
Working Capital Days,89,109,-25,-26,-90
ROCE %,,31%,30%,30%,25%
