Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,40,36,87
Inventory Days,12,53,40
Days Payable,48,91,84
Cash Conversion Cycle,5,-2,43
Working Capital Days,46,31,53
ROCE %,,71%,56%
