Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,26,70,63,78,56,94,72,97,74,75
Inventory Days,0,0,0,0,0,0,0,0,0,0,0
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,22,26,70,63,78,56,94,72,97,74,75
Working Capital Days,-130,-26,-93,-36,-22,-17,-6,11,29,7,41
ROCE %,,76%,32%,28%,29%,33%,17%,22%,21%,18%,17%
