Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0,112,228,157,
Inventory Days,0,227,154,228,
Days Payable,,91,177,104,
Cash Conversion Cycle,0,249,205,281,
Working Capital Days,68,460,860,579,
ROCE %,,4%,3%,5%,
