Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,68,62,66,74
Inventory Days,72,91,77,87
Days Payable,122,122,89,106
Cash Conversion Cycle,18,31,55,55
Working Capital Days,25,39,36,107
ROCE %,,23%,19%,19%
