Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,59,63,77,65,59
Inventory Days,82,89,72,83,94
Days Payable,41,48,57,59,40
Cash Conversion Cycle,100,104,91,88,112
Working Capital Days,49,46,16,0,16
ROCE %,,16%,11%,3%,14%
