Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,63,46,68,37,102,76
Inventory Days,120,206,164,187,161,309
Days Payable,23,27,24,20,23,25
Cash Conversion Cycle,160,225,208,203,241,360
Working Capital Days,90,110,102,121,116,179
ROCE %,,25%,25%,24%,19%,3%
