Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,134,68,77,158,185,131,180,167,1560,0,0,33
Inventory Days,229,,,450,244,,,,,,0,
Days Payable,360,,,490,239,,,,,,,
Cash Conversion Cycle,4,68,77,118,190,131,180,167,1560,0,0,33
Working Capital Days,294,364,53,-457,668,-1125,-780,-15801,-105916,-457528,-17180,629
ROCE %,3%,4%,2%,3%,1%,1%,2%,-14%,174%,-338%,,16%
