Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,125,67,104,127,120
Inventory Days,399,183,258,296,386
Days Payable,198,96,102,115,171
Cash Conversion Cycle,326,154,260,309,335
Working Capital Days,53,66,178,272,226
ROCE %,,43%,24%,16%,15%
