Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,56.75,62.74,66.59,44.85,50.57
Inventory Days,197.13,253.97,102.70,79.71,186.35
Days Payable,51.76,48.19,35.32,16.39,55.41
Cash Conversion Cycle,202.13,268.52,133.98,108.17,181.51
Working Capital Days,91.34,78.15,43.84,155.46,346.40
ROCE %,,5.58%,8.21%,-10.76%,8.07%
