Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Debtor Days,,86,79,110,92
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,,86,79,110,92
Working Capital Days,,49,16,21,81
ROCE %,,,15%,,17%
