Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,61,95,172
Inventory Days,,,,63
Days Payable,,,,157
Cash Conversion Cycle,52,61,95,78
Working Capital Days,10,48,10,15
ROCE %,,41%,25%,38%
