Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,196,187,82,42,101,86,67,80
Inventory Days,166,134,85,133,77,74,82,105
Days Payable,83,100,89,132,66,60,72,70
Cash Conversion Cycle,280,221,78,43,112,100,76,115
Working Capital Days,35,33,25,-50,14,13,-7,18
ROCE %,,10%,14%,15%,11%,7%,14%,17%
