Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2025,Mar 2026
Debtor Days,78,90,58,84,67,69,74,72,81,102,108
Inventory Days,156,242,443,547,503,465,300,453,331,181,186
Days Payable,48,53,58,118,150,173,78,128,96,148,174
Cash Conversion Cycle,187,279,443,514,420,361,295,396,317,135,120
Working Capital Days,160,282,412,406,321,134,111,160,117,75,54
ROCE %,,6%,3%,7%,9%,8%,9%,6%,10%,,1%
