Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,517,78,70,91,78,60,58,153,170,184
Inventory Days,,,,,20,,,,,
Days Payable,,,,,191,,,,,
Cash Conversion Cycle,517,78,70,91,-93,60,58,153,170,184
Working Capital Days,320,46,51,35,77,12,-13,86,62,113
ROCE %,,18%,20%,13%,2%,23%,31%,27%,23%,20%
