Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,60,28,34,33,60
Inventory Days,51,74,69,90,105,89
Days Payable,69,42,36,63,50,66
Cash Conversion Cycle,34,92,61,61,88,83
Working Capital Days,-92,-26,-41,-54,26,16
ROCE %,,29%,32%,17%,25%,15%
