Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,168,194,237,160,147,145,252,413,281,195,225,204
Inventory Days,679,421,,,,,,,,,,0
Days Payable,1895,1894,,,,,,,,,,
Cash Conversion Cycle,-1048,-1280,237,160,147,145,252,413,281,195,225,204
Working Capital Days,125,339,188,3,177,177,213,143,621,523,623,455
ROCE %,2%,6%,4%,6%,7%,5%,-2%,-2%,-3%,5%,6%,5%
