Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,94,87,88,89,92,87,87,97,84,70,53,78
Inventory Days,88,65,78,65,76,97,84,103,79,79,83,113
Days Payable,156,156,172,174,165,177,161,182,149,140,119,172
Cash Conversion Cycle,26,-4,-6,-19,3,7,9,18,14,9,17,19
Working Capital Days,27,21,25,32,41,49,47,38,31,18,43,44
ROCE %,22%,19%,22%,22%,17%,18%,15%,13%,10%,9%,18%,9%
