Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,17,56,39,51,31,25,37
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,17,56,39,51,31,25,37
Working Capital Days,-64,-14,-9,-35,-24,-15,5
ROCE %,,34%,65%,53%,30%,24%,17%
