Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,37,31,35,34,32,36,42,34
Inventory Days,60,29,130,57,33,26,46,43
Days Payable,2,1,6,4,4,4,5,7
Cash Conversion Cycle,95,59,158,87,60,58,83,70
Working Capital Days,29,16,33,17,17,33,7,4
ROCE %,,17%,13%,13%,23%,10%,9%,12%
