Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,68,82,60,69
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,68,82,60,69
Working Capital Days,23,100,97,100
ROCE %,,17%,13%,14%
