Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,90,137,110,100,88,98
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,90,137,110,100,88,98
Working Capital Days,-12,-302,-218,60,-107,99
ROCE %,,-568%,-68%,-40%,-9%,8%
