Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,33,46,41
Inventory Days,124,156,113
Days Payable,8,68,31
Cash Conversion Cycle,149,134,123
Working Capital Days,44,42,56
ROCE %,,14%,16%
