Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,106,118,99,82
Inventory Days,700,1171,675,530
Days Payable,111,190,45,70
Cash Conversion Cycle,695,1100,729,542
Working Capital Days,102,420,313,188
ROCE %,,29%,22%,17%
