Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,264,120,146,128,115
Inventory Days,87,57,61,47,120
Days Payable,265,65,111,121,185
Cash Conversion Cycle,87,112,96,54,49
Working Capital Days,59,116,78,72,41
ROCE %,,15%,0%,7%,3%
