Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,414,114,113,118
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,414,114,113,118
Working Capital Days,770,64,86,-121
ROCE %,,28%,12%,6%
