Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,20,12,7,12,9,7,7,9,11,11
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,20,12,7,12,9,7,7,9,11,11
Working Capital Days,-18,-10,7,-1,-25,-5,11,-2,-5,-26
ROCE %,,49%,52%,50%,45%,45%,33%,35%,36%,32%
