Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,24,35,36,35,33,23,35,20,20,34,35,46
Inventory Days,31,56,88,77,84,25,62,56,41,60,41,48
Days Payable,13,19,11,12,20,7,18,16,14,18,17,24
Cash Conversion Cycle,42,72,113,100,97,41,79,60,48,75,60,70
Working Capital Days,2,9,21,21,30,14,38,34,36,46,42,47
ROCE %,10%,13%,19%,17%,16%,-3%,16%,23%,13%,12%,13%,12%
