Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,62,79,106
Inventory Days,139,110,242
Days Payable,60,63,140
Cash Conversion Cycle,141,125,208
Working Capital Days,62,153,110
ROCE %,,21%,16%
