Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,66,73,61,52,45,56,53,55
Inventory Days,74,71,91,92,92,86,78,95
Days Payable,440,432,464,458,380,303,291,318
Cash Conversion Cycle,-300,-288,-311,-314,-243,-162,-160,-169
Working Capital Days,-20,-46,-22,-36,-55,-14,-13,-21
ROCE %,,0%,1%,6%,6%,5%,5%,10%
