Metric,Jun 2009,Jun 2010,Jun 2011,Jun 2012,Jun 2013,Jun 2014,Mar 2015,Mar 2016
ROE %,2.95%,4.17%,5.75%,3.26%,0.00%,3.63%,-6.04%,-0.03%
