Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,20,18,16
Inventory Days,,,,57
Days Payable,,,,334
Cash Conversion Cycle,22,20,18,-260
Working Capital Days,-160,-74,-106,-53
ROCE %,,13%,14%,13%
