Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,44,9,6,5,19,11
Inventory Days,9429,,,,,589
Days Payable,1030,,,,,28
Cash Conversion Cycle,8443,9,6,5,19,571
Working Capital Days,-92,161,390,169,354,390
ROCE %,,41%,24%,45%,30%,19%
