Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,159,132,102,123
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,159,132,102,123
Working Capital Days,-527,-526,-687,-1006
ROCE %,,21%,21%,20%
