Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,58,44,48,45,62,83,82,131,128,113
Inventory Days,47,42,88,72,,,,,,32
Days Payable,127,106,490,347,,,,,,171
Cash Conversion Cycle,-22,-20,-354,-229,62,83,82,131,128,-26
Working Capital Days,44,29,-75,-89,-18,0,29,118,109,80
ROCE %,,8%,6%,7%,18%,26%,27%,24%,14%,12%
