exDate,recDate,subject,faceVal
28-Jul-2026 17:58:03,28-Jul-2026 17:58:03,Record Date,1
21-May-2026 21:42:12,21-May-2026 21:42:12,Dividend,1
19-Aug-2025 15:17:58,19-Aug-2025 15:17:58,Record Date,1
29-May-2025 23:39:50,29-May-2025 23:39:50,Dividend,1
20-Sep-2024 17:22:17,20-Sep-2024 17:22:17,Record Date,1
07-Sep-2024 17:35:00,07-Sep-2024 17:35:00,Record Date,1
28-May-2024 23:07:57,28-May-2024 23:07:57,Dividend,1
29-Aug-2023 19:13:29,29-Aug-2023 19:13:29,Record Date,1
30-May-2023 21:38:41,30-May-2023 21:38:41,Dividend,1
05-Sep-2022 19:50:12,05-Sep-2022 19:50:12,Book Closure,1
05-Sep-2022 19:39:27,05-Sep-2022 19:39:27,Record Date,1
04-Sep-2021 16:38:59,04-Sep-2021 16:38:59,Book Closure,1
04-Sep-2021 16:35:37,04-Sep-2021 16:35:37,Record Date,1
10-Aug-2021 18:21:17,10-Aug-2021 18:21:17,Dividend,1
13-Mar-2020 18:11:00,13-Mar-2020 18:11:00,Dividend,1
09-Mar-2020 18:54:00,09-Mar-2020 18:54:00,Record Date,1
03-Sep-2019 12:14:00,03-Sep-2019 12:14:00,AGM/Book Closure,1
08-Aug-2019 14:25:00,08-Aug-2019 14:25:00,Updates,1
27-May-2019 22:00:00,27-May-2019 22:00:00,Dividend,1
24-Aug-2018 21:21:00,24-Aug-2018 21:21:00,AGM/Book Closure,1
28-May-2018 23:27:00,28-May-2018 23:27:00,Dividend,1
06-Sep-2017 10:47:00,06-Sep-2017 10:47:00,AGM/Book Closure,1
31-May-2017 08:30:00,31-May-2017 08:30:00,Dividend,1
31-May-2016 08:58:00,31-May-2016 08:58:00,Dividend Updates,1
21-Mar-2016 08:13:00,21-Mar-2016 08:13:00,Dividend,1
21-Mar-2016 08:12:00,21-Mar-2016 08:12:00,Date of payment of dividend,1
18-Mar-2016 15:28:00,18-Mar-2016 15:28:00,Record Date,1
17-Mar-2016 15:07:00,17-Mar-2016 15:07:00,Dividend Updates,1
14-Sep-2015 15:10:00,14-Sep-2015 15:10:00,AGM/Book Closure,1
01-Jun-2015 10:08:00,01-Jun-2015 10:08:00,Dividend,1
27-May-2014 09:04:00,27-May-2014 09:04:00,Dividend,1
20-Aug-2013 17:04:00,20-Aug-2013 17:04:00,AGM/Book Closure,1
22-May-2013 09:32:00,22-May-2013 09:32:00,Dividend,1
10-Aug-2012 22:01:00,10-Aug-2012 22:01:00,AGM / Book Closure,1
31-May-2012 11:04:00,31-May-2012 11:04:00,Dividend,1
08-Jul-2011 10:27:00,08-Jul-2011 10:27:00,AGM / Book Closure,1
18-May-2011 13:08:00,18-May-2011 13:08:00,Dividend,1
