bm_date,bm_purpose,bm_desc,attachment
14-Aug-2026 21:13:25,Shareholders meeting,"Adani Power Limited has submitted the Exchange a copy Scrutinizers report of  Extraordinary General Meeting held on August 14, 2026. Further, the Company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ADANIPOWER_14082026211317_APLscrutinizerreportvotingresults14082026.pdf
22-Jul-2026 14:00:04,Outcome of Board Meeting,"Adani Power Limited has informed the Exchange regarding Outcome of Board Meeting held on July 22, 2026.",https://nsearchives.nseindia.com/corporate/ADANIPOWER_22072026135947_APLoutcomeofBM22072026.pdf
22-Jul-2026 13:52:50,Outcome of Board Meeting,"Adani Power Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/ADANIPOWER_22072026135131_APLoutcomeofBM22072026.pdf
