exDate,recDate,subject,faceVal
24-Mar-2026 15:53:53,24-Mar-2026 15:53:53,Record Date,1
24-Mar-2026 15:48:42,24-Mar-2026 15:48:42,Dividend,1
20-Mar-2025 16:31:30,20-Mar-2025 16:31:30,Record Date,1
20-Mar-2025 16:21:41,20-Mar-2025 16:21:41,Dividend,1
20-Mar-2024 16:13:37,20-Mar-2024 16:13:37,Bonus,1
11-Mar-2024 14:54:04,11-Mar-2024 14:54:04,Dividend Updates,1
11-Mar-2024 14:44:20,11-Mar-2024 14:44:20,Dividend,1
27-Feb-2024 19:24:10,27-Feb-2024 19:24:10,Record Date,1
24-Jan-2023 16:43:06,24-Jan-2023 16:43:06,Dividend,1
19-Jan-2023 16:14:14,19-Jan-2023 16:14:14,Record Date,1
18-Mar-2022 15:42:02,18-Mar-2022 15:42:02,Dividend,1
18-Mar-2022 15:42:00,18-Mar-2022 15:42:00,Outcome of Board Meeting,1
09-Mar-2022 10:12:36,09-Mar-2022 10:12:36,Record Date,1
24-Mar-2021 18:02:05,24-Mar-2021 18:02:05,Dividend,1
17-Mar-2021 15:53:17,17-Mar-2021 15:53:17,Record Date,1
28-Jan-2021 16:49:20,28-Jan-2021 16:49:20,Dividend,1
18-Jan-2021 17:24:45,18-Jan-2021 17:24:45,Record Date,1
13-Apr-2020 17:57:00,13-Apr-2020 17:57:00,Dividend Updates,1
10-Mar-2020 12:41:00,10-Mar-2020 12:41:00,Dividend,1
26-Feb-2020 08:39:00,26-Feb-2020 08:39:00,Record Date,1
04-Feb-2020 17:59:00,04-Feb-2020 17:59:00,Dividend,1
17-Jan-2020 18:51:00,17-Jan-2020 18:51:00,Record Date,1
11-Mar-2019 15:44:00,11-Mar-2019 15:44:00,Dividend,1
05-Mar-2019 09:09:00,05-Mar-2019 09:09:00,Record Date,1
23-Oct-2018 13:33:00,23-Oct-2018 13:33:00,Dividend,1
16-Oct-2018 08:35:00,16-Oct-2018 08:35:00,Record Date,1
26-Feb-2018 12:11:00,26-Feb-2018 12:11:00,Dividend,1
10-Feb-2018 12:18:00,10-Feb-2018 12:18:00,Record Date,1
01-Nov-2017 13:28:00,01-Nov-2017 13:28:00,Dividend,1
13-Oct-2017 16:13:00,13-Oct-2017 16:13:00,Record Date,1
06-Mar-2017 11:10:00,06-Mar-2017 11:10:00,Dividend,1
15-Feb-2017 17:42:00,15-Feb-2017 17:42:00,Record Date,1
27-Oct-2016 14:42:00,27-Oct-2016 14:42:00,Dividend,1
18-Oct-2016 16:08:00,18-Oct-2016 16:08:00,Record Date,1
12-Mar-2016 18:42:00,12-Mar-2016 18:42:00,Date of payment of dividend,1
12-Mar-2016 18:19:00,12-Mar-2016 18:19:00,Dividend,1
03-Mar-2016 18:33:00,03-Mar-2016 18:33:00,Record Date,1
29-Jan-2016 10:47:00,29-Jan-2016 10:47:00,Date of payment of dividend,1
29-Jan-2016 10:46:00,29-Jan-2016 10:46:00,Dividend,1
11-Jan-2016 14:34:00,11-Jan-2016 14:34:00,Record Date,1
29-Apr-2015 15:14:00,29-Apr-2015 15:14:00,Dividend,1
17-Apr-2015 11:57:00,17-Apr-2015 11:57:00,Record Date,1
16-Apr-2015 17:48:00,16-Apr-2015 17:48:00,Record Date,1
03-Feb-2015 15:10:00,03-Feb-2015 15:10:00,Dividend,1
12-Jan-2015 19:30:00,12-Jan-2015 19:30:00,Record Date,1
29-Apr-2014 17:20:00,29-Apr-2014 17:20:00,Dividend,1
16-Apr-2014 11:56:00,16-Apr-2014 11:56:00,Record Date,1
25-Oct-2013 14:12:00,25-Oct-2013 14:12:00,Dividend,1
08-Oct-2013 17:32:00,08-Oct-2013 17:32:00,Record Date,1
30-Apr-2013 15:04:00,30-Apr-2013 15:04:00,Dividend,1
11-Apr-2013 19:52:00,11-Apr-2013 19:52:00,Record Date,1
01-Feb-2013 14:20:00,01-Feb-2013 14:20:00,Dividend,1
17-Jan-2013 11:41:00,17-Jan-2013 11:41:00,Record Date,1
24-May-2012 20:15:00,24-May-2012 20:15:00,Record Date,1
24-May-2012 16:24:00,24-May-2012 16:24:00,Dividend,1
14-Mar-2012 11:41:00,14-Mar-2012 11:41:00,Dividend,1
29-Feb-2012 10:00:00,29-Feb-2012 10:00:00,Record Date,1
29-Jul-2011 16:05:00,29-Jul-2011 16:05:00,Dividend,1
14-Jul-2011 10:49:00,14-Jul-2011 10:49:00,Book Closure,1
20-Jan-2011 13:41:00,20-Jan-2011 13:41:00,Date of payment of dividend,1
20-Jan-2011 13:36:00,20-Jan-2011 13:36:00,Interim Dividend,1
10-Jan-2011 11:09:00,10-Jan-2011 11:09:00,Record Date,1
21-Jul-2010 13:36:00,21-Jul-2010 13:36:00,Dividend,1
21-Jul-2010 13:26:00,21-Jul-2010 13:26:00,Bonus,1
07-Jul-2010 17:15:00,07-Jul-2010 17:15:00,Book Closure,1
20-Jan-2010 15:04:00,20-Jan-2010 15:04:00,Interim Dividend,1
26-Jun-2009 17:07:00,26-Jun-2009 17:07:00,Interim Dividend,1
29-Jul-2008 19:13:00,29-Jul-2008 19:13:00,Payment of Dividend,1
30-Jun-2008 17:58:00,30-Jun-2008 17:58:00,Dividend/Book Closure/Date of AGM,1
23-Jul-2007 19:25:00,23-Jul-2007 19:25:00,Date of Payment of Dividend,1
28-Jun-2007 16:07:00,28-Jun-2007 16:07:00,Dividend/Book Closure/Date of AGM,1
25-Oct-2006 16:14:00,25-Oct-2006 16:14:00,Interim Dividend,1
10-Oct-2006 16:22:00,10-Oct-2006 16:22:00,Record date/ others,1
26-Jun-2006 00:00:00,26-Jun-2006 00:00:00,Dividend,1
19-Jun-2006 00:00:00,19-Jun-2006 00:00:00,Record date/ others,1
27-Oct-2005 00:00:00,27-Oct-2005 00:00:00,Interim Dividend,1
30-May-2005 00:00:00,30-May-2005 00:00:00,Dividend/Date of AGM/Others,1
20-May-2005 00:00:00,20-May-2005 00:00:00,Book Closure/Others,1
25-Oct-2004 00:00:00,25-Oct-2004 00:00:00,Interim Dividend,1
