an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
28-Aug-2026 10:36:46,661.93 KB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_28082026103636_BSENSEPRESSRELEASESD.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated August 28, 2026, titled ""TVS Motor Company Appoints Peyman Kargar as Director and Chief Executive Officer of the Company."".",,,Press Release,00:00:02,28082026103646,28-Aug-2026 10:36:48,661.93 KB,True,,,106760156,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-28 10:36:46,TVSMOTOR
28-Aug-2026 10:23:47,696.70 KB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_28082026102327_TVSMNSEBSEMANAGEMENTSD.pdf,TVS Motor Company Limited has informed the Exchange regarding Change in Director(s) of the company.,,,Change in Director(s),00:00:01,28082026102347,28-Aug-2026 10:23:48,696.70 KB,True,,,106760150,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-28 10:23:47,TVSMOTOR
28-Aug-2026 10:21:50,696.70 KB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_28082026101912_TVSMNSEBSEMANAGEMENTSD.pdf,"TVS Motor Company Limited has informed the Exchange regarding Appointment of Mr Peyman as Other of the company w.e.f. January 27, 2027.",,,Appointment,00:00:01,28082026102150,28-Aug-2026 10:21:51,696.70 KB,True,,,106760149,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-28 10:21:50,TVSMOTOR
27-Aug-2026 11:00:18,1.44 MB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_27082026105602_NSEBSEJupiterspectral_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated August 27, 2026, titled ""TVS Motor Launches TVS Jupiter Dual Tone Spectral Range"".",,,Press Release,00:00:00,27082026110018,27-Aug-2026 11:00:18,1.44 MB,True,,,106758483,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-27 11:00:18,TVSMOTOR
25-Aug-2026 11:00:11,1.61 MB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_25082026105555_NSEBSEOnemillioniqube_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated August 25, 2026, titled ""TVS Motor Celebrates One Million TVS iQube Families With The MillionR Special Edition"".",,,Press Release,00:00:01,25082026110011,25-Aug-2026 11:00:12,1.61 MB,True,,,106755320,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-25 11:00:11,TVSMOTOR
19-Aug-2026 18:46:56,0 Bytes,-,"Members of the Exchange are hereby informed that the trading in Cumulative Non-Convertible Redeemable Preference Shares of TVS Motor Company Limited shall be suspended w.e.f. August 21, 2026 (ISIN No. INE494B04019) on account of Maturity.",,,Suspension of Trading,00:00:01,19082026184656,19-Aug-2026 18:46:57,0 Bytes,True,,,106750040,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-19 18:46:56,TVSMOTOR
14-Aug-2026 18:30:14,2.20 MB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_14082026182828_NSEBSETVSOrbiterinsrilanka_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated August 14, 2026, titled ""TVS MOTOR COMPANY LAUNCHES TVS ORBITER IN SRI LANKA   A SMART, SUSTAINABLE, URBAN EV COMMUTE SOLUTION"".",,,Press Release,00:00:02,14082026183014,14-Aug-2026 18:30:16,2.20 MB,True,,,106745100,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-14 18:30:14,TVSMOTOR
13-Aug-2026 18:30:12,1.47 MB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_13082026182527_NSEBSETVSKinginSrilanka_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding a press release dated August 13, 2026, titled ""TVS MOTOR COMPANY ACCELERATES EV TRANSITION IN SRI LANKA WITH THE LAUNCH OF TVS KING EV MAX"".",,,Press Release,00:00:01,13082026183012,13-Aug-2026 18:30:13,1.47 MB,True,,,106742490,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-13 18:30:12,TVSMOTOR
11-Aug-2026 17:56:55,239.08 KB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_11082026174916_TVSM_SE_intimation_Record_Date_sd.pdf,"TVS Motor Company Limited has informed the Exchange regarding record date under Regulation 60 of SEBI (LODR) Regulations, 2015 for payment of coupon rate and redemption of Non Convertible Redeemable Preference Shares",,,Updates,00:00:01,11082026175655,11-Aug-2026 17:56:56,239.08 KB,True,,,106737163,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-11 17:56:55,TVSMOTOR
10-Aug-2026 16:26:15,225.83 KB,https://nsearchives.nseindia.com/corporate/TVSMOTOR_10082026162350_NSEBSEAllotmento_NCD_SD.pdf,"TVS Motor Company Limited has informed the Exchange regarding allotment of 1,00,000 Non-Convertible Debentures through Circular Resolution on August 10, 2026",,,Allotment of Securities,00:00:01,10082026162615,10-Aug-2026 16:26:16,225.83 KB,True,,,106734636,Automobiles - 2 And 3 Wheelers,INE494B01015,TVS Motor Company Limited,2026-08-10 16:26:15,TVSMOTOR
