audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,30-Jan-2025 15:37:17,Bharat Electronics Limited,Consolidated,Non-cumulative,00:00:30,30-Jan-2025 15:37:47,30-Jan-2025 15:37,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE263A01016,N,01-Oct-202431-Dec-2024Q3UNNCNEBEL,Quarterly,N,Third Quarter,,,1191461,BEL,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118133_1365796_30012025033716.xml
Un-Audited,N,30-Jan-2025 15:33:52,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:00:23,30-Jan-2025 15:34:15,30-Jan-2025 15:33,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE263A01016,N,01-Oct-202431-Dec-2024Q3UNNNNEBEL,Quarterly,N,Third Quarter,,,1191459,BEL,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118132_1365788_30012025033352.xml
Un-Audited,N,25-Oct-2024 14:02:11,Bharat Electronics Limited,Consolidated,Non-cumulative,00:00:28,25-Oct-2024 14:02:39,25-Oct-2024 14:02,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE263A01016,N,01-Jul-202430-Sep-2024Q2UNNCNEBEL,Quarterly,N,Second Quarter,,,1182459,BEL,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113301_1288114_25102024020210.xml
Un-Audited,N,25-Oct-2024 13:54:33,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:00:48,25-Oct-2024 13:55:21,25-Oct-2024 13:54,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE263A01016,N,01-Jul-202430-Sep-2024Q2UNNNNEBEL,Quarterly,N,Second Quarter,,,1182457,BEL,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113300_1288098_25102024015432.xml
Un-Audited,N,29-Jul-2024 18:40:35,Bharat Electronics Limited,Consolidated,Non-cumulative,00:00:27,29-Jul-2024 18:41:02,29-Jul-2024 18:40,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE263A01016,N,01-Apr-202430-Jun-2024Q1UNNCNEBEL,Quarterly,N,First Quarter,,,1178290,BEL,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109730_1205643_29072024064035.xml
Un-Audited,N,29-Jul-2024 18:37:29,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:00:41,29-Jul-2024 18:38:10,29-Jul-2024 18:37,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE263A01016,N,01-Apr-202430-Jun-2024Q1UNNNNEBEL,Quarterly,N,First Quarter,,,1178289,BEL,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109729_1205628_29072024063729.xml
Audited,N,20-May-2024 18:29:46,Bharat Electronics Limited,Consolidated,Non-cumulative,00:00:08,20-May-2024 18:29:54,20-May-2024 18:29,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE263A01016,N,01-Jan-202431-Mar-2024Q4ANNCNEBEL,Quarterly,N,Fourth Quarter,,,1172616,BEL,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106454_1130734_20052024062945.xml
Audited,N,20-May-2024 18:25:24,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:00:08,20-May-2024 18:25:32,20-May-2024 18:25,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE263A01016,N,01-Jan-202431-Mar-2024Q4ANNNNEBEL,Quarterly,N,Fourth Quarter,,,1172614,BEL,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106453_1130718_20052024062523.xml
Un-Audited,N,29-Jan-2024 14:25:39,Bharat Electronics Limited,Consolidated,Non-cumulative,00:02:27,29-Jan-2024 14:28:06,29-Jan-2024 14:25,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE263A01016,N,01-Oct-202331-Dec-2023Q3UNNCNEBEL,Quarterly,N,Third Quarter,,,1163276,BEL,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101631_1037499_29012024022539.xml
Un-Audited,N,29-Jan-2024 14:21:46,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:02:20,29-Jan-2024 14:24:06,29-Jan-2024 14:21,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE263A01016,N,01-Oct-202331-Dec-2023Q3UNNNNEBEL,Quarterly,N,Third Quarter,,,1163274,BEL,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101630_1037493_29012024022146.xml
Un-Audited,N,28-Oct-2023 14:12:32,Bharat Electronics Limited,Consolidated,Non-cumulative,00:05:30,28-Oct-2023 14:18:02,28-Oct-2023 14:12,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE263A01016,N,01-Jul-202330-Sep-2023Q2UNNCNEBEL,Quarterly,N,Second Quarter,,,1156393,BEL,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_98137_969954_28102023021232.xml
Un-Audited,N,28-Oct-2023 14:09:58,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:04:04,28-Oct-2023 14:14:02,28-Oct-2023 14:09,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE263A01016,N,01-Jul-202330-Sep-2023Q2UNNNNEBEL,Quarterly,N,Second Quarter,,,1156391,BEL,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_98136_969951_28102023020957.xml
Un-Audited,N,27-Jul-2023 18:53:02,Bharat Electronics Limited,Consolidated,Non-cumulative,00:03:00,27-Jul-2023 18:56:02,27-Jul-2023 18:53,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE263A01016,N,01-Apr-202330-Jun-2023Q1UNNCNEBEL,Quarterly,N,First Quarter,,,1152380,BEL,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94717_901872_27072023065302.xml
Un-Audited,N,27-Jul-2023 18:49:10,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:02:53,27-Jul-2023 18:52:03,27-Jul-2023 18:49,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE263A01016,N,01-Apr-202330-Jun-2023Q1UNNNNEBEL,Quarterly,N,First Quarter,,,1152378,BEL,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94715_901861_27072023064910.xml
Audited,N,20-May-2023 19:07:55,Bharat Electronics Limited,Consolidated,Non-cumulative,00:20:07,20-May-2023 19:28:02,20-May-2023 19:07,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE263A01016,N,01-Jan-202331-Mar-2023Q4ANNCNEBEL,Quarterly,N,Fourth Quarter,,,1148067,BEL,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_92245_848113_20052023070755.xml
Audited,N,20-May-2023 18:57:58,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:22:04,20-May-2023 19:20:02,20-May-2023 18:57,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE263A01016,N,01-Jan-202331-Mar-2023Q4ANNNNEBEL,Quarterly,N,Fourth Quarter,,,1148063,BEL,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_92243_848100_20052023065758.xml
Un-Audited,N,28-Jan-2023 14:31:24,Bharat Electronics Limited,Consolidated,Non-cumulative,00:02:38,28-Jan-2023 14:34:02,28-Jan-2023 14:31,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE263A01016,N,01-Oct-202231-Dec-2022Q3UNNCNEBEL,Quarterly,N,Third Quarter,,,1139718,BEL,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_88000_779811_28012023023124_WEB.xml
Un-Audited,N,28-Jan-2023 14:28:29,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:03:33,28-Jan-2023 14:32:02,28-Jan-2023 14:28,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE263A01016,N,01-Oct-202231-Dec-2022Q3UNNNNEBEL,Quarterly,N,Third Quarter,,,1139716,BEL,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87999_779808_28012023022829_WEB.xml
Un-Audited,N,27-Oct-2022 16:04:01,Bharat Electronics Limited,Consolidated,Non-cumulative,00:02:13,27-Oct-2022 16:06:14,27-Oct-2022 16:04,01-Apr-2022 To 31-Mar-2023,New,01-Jul-2022,Ind-AS New,-,INE263A01016,N,01-Jul-202230-Sep-2022Q2UNNCNEBEL,Quarterly,N,Second Quarter,,,5007,BEL,30-Sep-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_799337_4978_27102022160401_WEB.xml
Un-Audited,N,27-Oct-2022 16:03:16,Bharat Electronics Limited,Non-Consolidated,Non-cumulative,00:02:57,27-Oct-2022 16:06:13,27-Oct-2022 16:03,01-Apr-2022 To 31-Mar-2023,New,01-Jul-2022,Ind-AS New,-,INE263A01016,N,01-Jul-202230-Sep-2022Q2UNNNNEBEL,Quarterly,N,Second Quarter,,,5005,BEL,30-Sep-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_799321_4978_27102022160316_WEB.xml
Un-Audited,N,16-Jul-2022 17:16:41,Bharat Electronics Limited,Consolidated,Non-cumulative,00:03:22,16-Jul-2022 17:20:03,16-Jul-2022 17:16,01-Apr-2022 To 31-Mar-2023,New,01-Apr-2022,Ind-AS New,-,INE263A01016,N,01-Apr-202230-Jun-2022Q1UNNCNEBEL,Quarterly,N,First Quarter,,,122,BEL,30-Jun-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_587789_2637_16072022171641_WEB.xml
Audited,N,23-May-2022 17:22:41,Bharat Electronics Limited,Consolidated,Non-cumulative,00:05:28,23-May-2022 17:28:09,23-May-2022 17:22,01-Apr-2021 To 31-Mar-2022,New,01-Jan-2022,Ind-AS New,-,INE263A01016,N,01-Jan-202231-Mar-2022Q4ANNCNEBEL,Quarterly,N,Fourth Quarter,,,1134047,BEL,31-Mar-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_85100_658741_23052022052240_WEB.xml
