bm_date,bm_purpose,bm_desc,attachment
15-Jul-2026 13:44:12,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15072026134205_Outcome_BM_July_15_2026.pdf
06-Jul-2026 14:54:01,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on July 06, 2026.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_06072026145351_SE_Intimation.pdf
14-Apr-2026 14:49:29,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_14042026144725_Outcome_BM_April_14_2026_signed.pdf
05-Feb-2026 18:32:41,General Updates,"ICICI Prudential Life Insurance Company Limited has informed the Exchange about Outcome of the Board Meeting held on February 5, 2026",https://nsearchives.nseindia.com/corporate/ICICIPRULI_05022026183216_Outcome_BM_Feb_5_2026_Signed.pdf
13-Jan-2026 13:27:54,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on January 13, 2026.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_13012026132642_SE_outcome_January_13_2026.pdf
13-Jan-2026 13:24:47,Outcome of Board Meeting,"Outcome of the Board Meeting held on January 13, 2026",https://nsearchives.nseindia.com/corporate/ICICIPRULI_13012026132247_SE_outcome_January_13_2026.pdf
14-Oct-2025 13:48:36,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on October 14, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_14102025134713_Outcome_BM_Oct_14_2025_Financials_final_signed.pdf
14-Oct-2025 13:45:55,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_14102025134404_Outcome_BM_Oct_14_2025_Financials_final_signed.pdf
12-Sep-2025 14:32:09,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on September 12, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_12092025143148_Outcome_BM_Sep_12_2025_V1.pdf
12-Sep-2025 14:31:05,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on September 12, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_12092025143049_Outcome_BM_Sep_12_2025_V1.pdf
15-Jul-2025 13:48:06,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on July 15, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15072025134620_Outcome_BM_July_15_2025_Financials_.pdf
15-Jul-2025 13:43:54,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15072025134258_Outcome_BM_July_15_2025_Financials_.pdf
15-Apr-2025 16:58:07,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on April 15, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15042025165754_Outcome_signed.pdf
15-Apr-2025 16:56:34,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 15, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15042025165517_Outcome_signed.pdf
21-Jan-2025 18:18:17,Financial Result Updates," ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/SEBI_results_Dec_2024_21012025181817.pdf
21-Jan-2025 18:16:05,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on January 21, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_21012025181553_SE_Outcome_BM_January_21_2025_signed.pdf
21-Jan-2025 18:14:37,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on January 21, 2025.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_21012025181336_SE_Outcome_BM_January_21_2025_signed.pdf
22-Oct-2024 18:09:37,Financial Result Updates," ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/Combined_SEBI_Results_September_2024_22102024180937.pdf
22-Oct-2024 18:07:59,Outcome of Board Meeting,Outcome of Board meeting,https://nsearchives.nseindia.com/corporate/ICICIPRULI_22102024180759_Outcome_BM_October_22_2024.pdf
23-Jul-2024 18:20:17,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/SEBI_Results_June_2024_23072024182017.pdf
23-Jul-2024 18:17:22,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on July 23, 2024.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_23072024181722_Outcome_1_BM_July_23_2024.pdf
23-Apr-2024 18:06:18,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",https://nsearchives.nseindia.com/corporate/SEBIResultsMarch2024_V1_23042024180618.pdf
23-Apr-2024 18:01:46,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 23, 2024.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_23042024180146_Outcome_BM_April_23_2024_signed.pdf
17-Jan-2024 20:01:42,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.",https://nsearchives.nseindia.com/corporate/SEBI_Results_Q3_FY2024_17012024200142.pdf
17-Jan-2024 19:59:33,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on January 17, 2024.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_17012024195933_Outcome_1_BM_January_17_2024_Financial_results.pdf
17-Oct-2023 18:44:12,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",https://nsearchives.nseindia.com/corporate/Outcome_BM_October_17_2023_17102023184412.pdf
17-Oct-2023 18:39:09,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on October 17, 2023.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_17102023183909_Outcome_BM_October_17_2023.pdf
18-Jul-2023 13:28:25,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2023.",https://nsearchives.nseindia.com/corporate/SEBI_Results_Q1_FY2024_18072023132825.pdf
18-Jul-2023 13:25:15,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on July 18, 2023.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_18072023132515_Outcome_BM_July_18_2023.pdf
20-Apr-2023 18:33:59,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2023.",https://nsearchives.nseindia.com/corporate/Outcome_BM_April_20_2023_20042023183359.pdf
20-Apr-2023 18:32:17,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on April 20, 2023.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_20042023183217_Outcome_BM_April_20_2023.pdf
17-Jan-2023 20:12:47,Financial Result Updates,"ICICI Prudential Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2022.",https://nsearchives.nseindia.com/corporate/Outcome_BM_January_17_2023_Financial_results_17012023201247.pdf
17-Jan-2023 20:07:43,Outcome of Board Meeting,"ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding  Board meeting held on January 17, 2023.",https://nsearchives.nseindia.com/corporate/ICICIPRULI_17012023200743_Outcome_BM_January_17_2023_Financial_results.pdf
15-Oct-2022 17:08:39,Outcome of Board Meeting,"The Board of Directors (���Board���) of ICICI Prudential Life Insurance Company Limited has at their meeting, which commenced at 14:00 IST and concluded at 17:01 IST on Saturday, October 15, 2022, inter alia approved the following business:Audited financial statements and financial results (standalone and consolidated) for the quarter and half year ended September 30, 2022.Pursuant to the provisions of regulation 33 and regulation 52 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (Listing Regulations) and other applicable requirements, a copy of the audited financial results for the quarter and half year ended September 30, 2022 together with the Auditors��� Report in the prescribed format is enclosed. A copy of the press release being issued in this connection is also enclosed.Please note that B S R & Co. LLP and Walker Chandiok & Co LLP, the joint statutory auditors of the Company, have issued audit reports with unmodified opinion.Further, we refer to the proviso to Regulation 23(9) of the Listing Regulations stating that a ���High value debt listed entity' shall submit such disclosures along with its standalone financial results for the half year. Pursuant to said proviso, please find attached the disclosure under Regulation 23(9) for the half year ended on September 30, 2022. Please be informed that said disclosure shall also be filed in prescribed XBRL format simultaneously. ",https://nsearchives.nseindia.com/corporate/ICICIPRULI_15102022170839_Outcome_BM_October_15_2022_Financial_results.pdf
