exDate,recDate,subject,faceVal
13-May-2026 16:30:11,13-May-2026 16:30:11,Dividend,1
15-May-2025 16:23:11,15-May-2025 16:23:11,Record Date,1
15-May-2025 16:21:26,15-May-2025 16:21:26,Dividend,1
15-May-2025 16:19:37,15-May-2025 16:19:37,Dividend,1
06-Jun-2024 11:37:33,06-Jun-2024 11:37:33,Updates,1
16-May-2024 15:55:49,16-May-2024 15:55:49,Dividend Updates,1
16-May-2024 15:52:43,16-May-2024 15:52:43,Book Closure,1
16-May-2024 15:51:28,16-May-2024 15:51:28,Record Date,1
16-May-2024 15:35:18,16-May-2024 15:35:18,Dividend,1
22-May-2023 19:02:14,22-May-2023 19:02:14,Updates,1
19-May-2023 20:03:01,19-May-2023 20:03:01,Book Closure,1
19-May-2023 19:08:21,19-May-2023 19:08:21,Book Closure,1
19-May-2023 19:06:31,19-May-2023 19:06:31,Record Date,1
19-May-2023 18:55:22,19-May-2023 18:55:22,Dividend Updates,1
19-May-2023 18:52:53,19-May-2023 18:52:53,Dividend,1
14-Jun-2022 12:53:21,14-Jun-2022 12:53:21,Record Date,1
27-May-2022 19:02:57,27-May-2022 19:02:57,Dividend,1
27-May-2022 19:02:56,27-May-2022 19:02:56,Outcome of Board Meeting,1
02-Jun-2021 11:37:06,02-Jun-2021 11:37:06,Record Date,1
21-May-2021 18:24:01,21-May-2021 18:24:01,Dividend,1
22-Oct-2020 18:05:06,22-Oct-2020 18:05:06,Date of payment of dividend,1
22-Oct-2020 18:02:30,22-Oct-2020 18:02:30,Record Date,1
22-Oct-2020 17:56:45,22-Oct-2020 17:56:45,Dividend,1
14-Oct-2020 16:12:45,14-Oct-2020 16:12:45,Dividend Updates,1
23-May-2019 19:14:00,23-May-2019 19:14:00,AGM/Book Closure,1
21-May-2019 18:05:00,21-May-2019 18:05:00,Dividend,1
17-May-2018 15:15:00,17-May-2018 15:15:00,Book Closure,1
15-May-2018 19:38:00,15-May-2018 19:38:00,Dividend,1
15-May-2018 18:24:00,15-May-2018 18:24:00,Dividend,1
19-Jun-2017 18:51:00,19-Jun-2017 18:51:00,AGM/Book Closure,1
26-May-2017 21:08:00,26-May-2017 21:08:00,Dividend,1
26-May-2017 19:58:00,26-May-2017 19:58:00,Dividend,1
18-May-2016 18:13:00,18-May-2016 18:13:00,Outcome of Board Meeting,1
